Date,Demographic_category,Administered_Dose1,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,census
2021-06-27,Ages_16-17_yrs,3228417,2535172,42.7,33.5,7559163
2021-06-26,Ages_16-17_yrs,3213339,2503805,42.5,33.1,7559163
2021-06-25,Ages_16-17_yrs,3197521,2481159,42.3,32.8,7559163
2021-06-24,Ages_16-17_yrs,3184205,2461804,42.1,32.6,7559163
2021-06-23,Ages_16-17_yrs,3166986,2444089,41.9,32.3,7559163
2021-06-22,Ages_16-17_yrs,3153381,2430293,41.7,32.2,7559163
2021-06-21,Ages_16-17_yrs,3140264,2414165,41.5,31.9,7559163
2021-06-20,Ages_16-17_yrs,3128551,2397634,41.4,31.7,7559163
2021-06-19,Ages_16-17_yrs,3113729,2375836,41.2,31.4,7559163
2021-06-18,Ages_16-17_yrs,3093385,2347165,40.9,31.1,7559163
2021-06-17,Ages_16-17_yrs,3074584,2317707,40.7,30.7,7559163
2021-06-16,Ages_16-17_yrs,3038879,2262970,40.2,29.9,7559163
2021-06-15,Ages_16-17_yrs,3024881,2237099,40,29.6,7559163
2021-06-14,Ages_16-17_yrs,3006459,2199737,39.8,29.1,7559163
2021-06-13,Ages_16-17_yrs,2989990,2167351,39.6,28.7,7559163
2021-06-12,Ages_16-17_yrs,2970453,2130147,39.3,28.2,7559163
2021-06-11,Ages_16-17_yrs,2943756,2085725,38.9,27.6,7559163
2021-06-10,Ages_16-17_yrs,2929067,2064301,38.7,27.3,7559163
2021-06-09,Ages_16-17_yrs,2914453,2041756,38.6,27,7559163
2021-06-08,Ages_16-17_yrs,2901057,2021437,38.4,26.7,7559163
2021-06-07,Ages_16-17_yrs,2881576,1993427,38.1,26.4,7559163
2021-06-06,Ages_16-17_yrs,2859992,1963533,37.8,26,7559163
2021-06-05,Ages_16-17_yrs,2836151,1932349,37.5,25.6,7559163
2021-06-04,Ages_16-17_yrs,2813832,1908875,37.2,25.3,7559163
2021-06-03,Ages_16-17_yrs,2786276,1877652,36.9,24.8,7559163
2021-06-02,Ages_16-17_yrs,2771939,1858387,36.7,24.6,7559163
2021-06-01,Ages_16-17_yrs,2761596,1847438,36.5,24.4,7559163
2021-05-31,Ages_16-17_yrs,2749660,1835074,36.4,24.3,7559163
2021-05-30,Ages_16-17_yrs,2727697,1812662,36.1,24,7559163
2021-05-29,Ages_16-17_yrs,2702720,1784631,35.8,23.6,7559163
2021-05-28,Ages_16-17_yrs,2667907,1750381,35.3,23.2,7559163
2021-05-27,Ages_16-17_yrs,2639593,1721359,34.9,22.8,7559163
2021-05-26,Ages_16-17_yrs,2608607,1681754,34.5,22.2,7559163
2021-05-25,Ages_16-17_yrs,2579594,1650924,34.1,21.8,7559163
2021-05-24,Ages_16-17_yrs,2559451,1631279,33.9,21.6,7559163
2021-05-23,Ages_16-17_yrs,2531168,1598971,33.5,21.2,7559163
2021-05-22,Ages_16-17_yrs,2497444,1560652,33,20.6,7559163
2021-05-21,Ages_16-17_yrs,2446806,1507110,32.4,19.9,7559163
2021-05-20,Ages_16-17_yrs,2401464,1456470,31.8,19.3,7559163
2021-05-19,Ages_16-17_yrs,2365303,1406948,31.3,18.6,7559163
2021-05-18,Ages_16-17_yrs,2336485,1362374,30.9,18,7559163
2021-05-17,Ages_16-17_yrs,2317807,1331036,30.7,17.6,7559163
2021-05-16,Ages_16-17_yrs,2292835,1284426,30.3,17,7559163
2021-05-15,Ages_16-17_yrs,2261379,1231614,29.9,16.3,7559163
2021-05-14,Ages_16-17_yrs,2226499,1171987,29.5,15.5,7559163
2021-05-13,Ages_16-17_yrs,2199026,1118982,29.1,14.8,7559163
2021-05-12,Ages_16-17_yrs,2172569,1062204,28.7,14.1,7559163
2021-05-11,Ages_16-17_yrs,2149897,1018205,28.4,13.5,7559163
2021-05-10,Ages_16-17_yrs,2123592,971474,28.1,12.9,7559163
2021-05-09,Ages_16-17_yrs,2090370,907894,27.7,12,7559163
2021-05-08,Ages_16-17_yrs,2053932,842687,27.2,11.1,7559163
2021-05-07,Ages_16-17_yrs,2016310,779768,26.7,10.3,7559163
2021-05-06,Ages_16-17_yrs,1969191,716158,26.1,9.5,7559163
2021-05-05,Ages_16-17_yrs,1927844,665053,25.5,8.8,7559163
2021-05-04,Ages_16-17_yrs,1898585,631525,25.1,8.4,7559163
2021-05-03,Ages_16-17_yrs,1879250,605466,24.9,8,7559163
2021-05-02,Ages_16-17_yrs,1851783,577569,24.5,7.6,7559163
2021-05-01,Ages_16-17_yrs,1808421,539072,23.9,7.1,7559163
2021-04-30,Ages_16-17_yrs,1745478,490467,23.1,6.5,7559163
2021-04-29,Ages_16-17_yrs,1695906,451561,22.4,6,7559163
2021-04-28,Ages_16-17_yrs,1646136,418210,21.8,5.5,7559163
2021-04-27,Ages_16-17_yrs,1601774,391144,21.2,5.2,7559163
2021-04-26,Ages_16-17_yrs,1557584,373972,20.6,4.9,7559163
2021-04-25,Ages_16-17_yrs,1492989,351687,19.8,4.7,7559163
2021-04-24,Ages_16-17_yrs,1428361,324997,18.9,4.3,7559163
2021-04-23,Ages_16-17_yrs,1362294,297477,18,3.9,7559163
2021-04-22,Ages_16-17_yrs,1300733,273245,17.2,3.6,7559163
2021-04-21,Ages_16-17_yrs,1239004,253020,16.4,3.3,7559163
2021-04-20,Ages_16-17_yrs,1186329,236875,15.7,3.1,7559163
2021-04-19,Ages_16-17_yrs,1142371,225715,15.1,3,7559163
2021-04-18,Ages_16-17_yrs,1084858,212072,14.4,2.8,7559163
2021-04-17,Ages_16-17_yrs,1007689,195912,13.3,2.6,7559163
2021-04-16,Ages_16-17_yrs,943776,180918,12.5,2.4,7559163
2021-04-15,Ages_16-17_yrs,881604,167396,11.7,2.2,7559163
2021-04-14,Ages_16-17_yrs,822900,155043,10.9,2.1,7559163
2021-04-13,Ages_16-17_yrs,775142,146095,10.3,1.9,7559163
2021-04-12,Ages_16-17_yrs,729554,138861,9.7,1.8,7559163
2021-04-11,Ages_16-17_yrs,681577,131140,9,1.7,7559163
2021-04-10,Ages_16-17_yrs,630793,121705,8.3,1.6,7559163
2021-04-09,Ages_16-17_yrs,578922,112863,7.7,1.5,7559163
2021-04-08,Ages_16-17_yrs,527697,104605,7,1.4,7559163
2021-04-07,Ages_16-17_yrs,486757,97503,6.4,1.3,7559163
2021-04-06,Ages_16-17_yrs,453145,91970,6,1.2,7559163
2021-04-05,Ages_16-17_yrs,381903,80465,5.1,1.1,7559163
2021-04-04,Ages_16-17_yrs,381794,80427,5.1,1.1,7559163
2021-04-03,Ages_16-17_yrs,381323,80089,5,1.1,7559163
2021-04-02,Ages_16-17_yrs,346942,74862,4.6,1,7559163
2021-04-01,Ages_16-17_yrs,317755,70284,4.2,0.9,7559163
2021-03-31,Ages_16-17_yrs,293839,66789,3.9,0.9,7559163
2021-03-30,Ages_16-17_yrs,274583,63801,3.6,0.8,7559163
2021-03-29,Ages_16-17_yrs,261474,61081,3.5,0.8,7559163
2021-03-28,Ages_16-17_yrs,244335,58019,3.2,0.8,7559163
2021-03-27,Ages_16-17_yrs,226942,55122,3,0.7,7559163
2021-03-26,Ages_16-17_yrs,209292,52134,2.8,0.7,7559163
2021-03-25,Ages_16-17_yrs,192440,49771,2.5,0.7,7559163
2021-03-24,Ages_16-17_yrs,180288,47774,2.4,0.6,7559163
2021-03-23,Ages_16-17_yrs,168491,45783,2.2,0.6,7559163
2021-03-22,Ages_16-17_yrs,160964,44395,2.1,0.6,7559163
2021-03-21,Ages_16-17_yrs,152045,42523,2,0.6,7559163
2021-03-20,Ages_16-17_yrs,140365,40375,1.9,0.5,7559163
2021-03-19,Ages_16-17_yrs,129928,38999,1.7,0.5,7559163
2021-03-18,Ages_16-17_yrs,121563,37812,1.6,0.5,7559163
2021-03-17,Ages_16-17_yrs,113109,36336,1.5,0.5,7559163
2021-03-16,Ages_16-17_yrs,107308,35362,1.4,0.5,7559163
2021-03-15,Ages_16-17_yrs,102484,34200,1.4,0.5,7559163
2021-03-14,Ages_16-17_yrs,97357,33159,1.3,0.4,7559163
2021-03-13,Ages_16-17_yrs,91480,32087,1.2,0.4,7559163
2021-03-12,Ages_16-17_yrs,85260,30824,1.1,0.4,7559163
2021-03-11,Ages_16-17_yrs,79988,29406,1.1,0.4,7559163
2021-03-10,Ages_16-17_yrs,76122,28673,1,0.4,7559163
2021-03-09,Ages_16-17_yrs,72648,27864,1,0.4,7559163
2021-03-08,Ages_16-17_yrs,69502,27164,0.9,0.4,7559163
2021-03-07,Ages_16-17_yrs,66350,26437,0.9,0.3,7559163
2021-03-06,Ages_16-17_yrs,63099,25574,0.8,0.3,7559163
2021-03-05,Ages_16-17_yrs,59186,24426,0.8,0.3,7559163
2021-03-04,Ages_16-17_yrs,56378,23529,0.7,0.3,7559163
2021-03-03,Ages_16-17_yrs,54424,22720,0.7,0.3,7559163
2021-03-02,Ages_16-17_yrs,52655,22049,0.7,0.3,7559163
2021-03-01,Ages_16-17_yrs,50640,21100,0.7,0.3,7559163
2021-02-28,Ages_16-17_yrs,48534,20295,0.6,0.3,7559163
2021-02-27,Ages_16-17_yrs,46389,19289,0.6,0.3,7559163
2021-02-26,Ages_16-17_yrs,44852,18448,0.6,0.2,7559163
2021-02-25,Ages_16-17_yrs,42775,17512,0.6,0.2,7559163
2021-02-24,Ages_16-17_yrs,41351,16630,0.5,0.2,7559163
2021-02-23,Ages_16-17_yrs,40337,16148,0.5,0.2,7559163
2021-02-22,Ages_16-17_yrs,39191,15631,0.5,0.2,7559163
2021-02-21,Ages_16-17_yrs,38024,14772,0.5,0.2,7559163
2021-02-20,Ages_16-17_yrs,36978,13706,0.5,0.2,7559163
2021-02-19,Ages_16-17_yrs,35964,12868,0.5,0.2,7559163
2021-02-18,Ages_16-17_yrs,34700,12160,0.5,0.2,7559163
2021-02-17,Ages_16-17_yrs,33909,11595,0.4,0.2,7559163
2021-02-16,Ages_16-17_yrs,33203,11242,0.4,0.1,7559163
2021-02-15,Ages_16-17_yrs,32591,10880,0.4,0.1,7559163
2021-02-14,Ages_16-17_yrs,31784,10345,0.4,0.1,7559163
2021-02-13,Ages_16-17_yrs,30586,9483,0.4,0.1,7559163
2021-02-12,Ages_16-17_yrs,29385,8590,0.4,0.1,7559163
2021-02-11,Ages_16-17_yrs,28432,7872,0.4,0.1,7559163
2021-02-10,Ages_16-17_yrs,27526,7295,0.4,0.1,7559163
2021-02-09,Ages_16-17_yrs,26586,6662,0.4,0.1,7559163
2021-02-08,Ages_16-17_yrs,25391,6290,0.3,0.1,7559163
2021-02-07,Ages_16-17_yrs,24509,5944,0.3,0.1,7559163
2021-02-06,Ages_16-17_yrs,23460,5394,0.3,0.1,7559163
2021-02-05,Ages_16-17_yrs,22251,4767,0.3,0.1,7559163
2021-02-04,Ages_16-17_yrs,21529,4353,0.3,0.1,7559163
2021-02-03,Ages_16-17_yrs,20730,3918,0.3,0.1,7559163
2021-02-02,Ages_16-17_yrs,20173,3657,0.3,0,7559163
2021-02-01,Ages_16-17_yrs,19632,3479,0.3,0,7559163
2021-01-31,Ages_16-17_yrs,18684,3127,0.2,0,7559163
2021-01-30,Ages_16-17_yrs,17586,2753,0.2,0,7559163
2021-01-29,Ages_16-17_yrs,16692,2439,0.2,0,7559163
2021-01-28,Ages_16-17_yrs,15669,2079,0.2,0,7559163
2021-01-27,Ages_16-17_yrs,14956,1796,0.2,0,7559163
2021-01-26,Ages_16-17_yrs,14251,1633,0.2,0,7559163
2021-01-25,Ages_16-17_yrs,13605,1512,0.2,0,7559163
2021-01-24,Ages_16-17_yrs,12755,1416,0.2,0,7559163
2021-01-23,Ages_16-17_yrs,11555,1233,0.2,0,7559163
2021-01-22,Ages_16-17_yrs,10559,1042,0.1,0,7559163
2021-01-21,Ages_16-17_yrs,9584,801,0.1,0,7559163
2021-01-20,Ages_16-17_yrs,8965,695,0.1,0,7559163
2021-01-19,Ages_16-17_yrs,8482,597,0.1,0,7559163
2021-01-18,Ages_16-17_yrs,8072,554,0.1,0,7559163
2021-01-17,Ages_16-17_yrs,7214,496,0.1,0,7559163
2021-01-16,Ages_16-17_yrs,6518,455,0.1,0,7559163
2021-01-15,Ages_16-17_yrs,5914,392,0.1,0,7559163
2021-01-14,Ages_16-17_yrs,5185,288,0.1,0,7559163
2021-01-13,Ages_16-17_yrs,4706,215,0.1,0,7559163
2021-01-12,Ages_16-17_yrs,4236,174,0.1,0,7559163
2021-01-11,Ages_16-17_yrs,3861,148,0.1,0,7559163
2021-01-10,Ages_16-17_yrs,3483,99,0,0,7559163
2021-01-09,Ages_16-17_yrs,2998,62,0,0,7559163
2021-01-08,Ages_16-17_yrs,2672,27,0,0,7559163
2021-01-07,Ages_16-17_yrs,2293,16,0,0,7559163
2021-01-06,Ages_16-17_yrs,1891,2,0,0,7559163
2021-01-05,Ages_16-17_yrs,1664,2,0,0,7559163
2021-01-04,Ages_16-17_yrs,1583,2,0,0,7559163
2021-01-03,Ages_16-17_yrs,1451,2,0,0,7559163
2021-01-02,Ages_16-17_yrs,1308,1,0,0,7559163
2021-01-01,Ages_16-17_yrs,1086,1,0,0,7559163
2020-12-31,Ages_16-17_yrs,838,0,0,0,7559163
2020-12-30,Ages_16-17_yrs,683,0,0,0,7559163
2020-12-29,Ages_16-17_yrs,565,0,0,0,7559163
2020-12-28,Ages_16-17_yrs,509,0,0,0,7559163
2020-12-27,Ages_16-17_yrs,472,0,0,0,7559163
2020-12-26,Ages_16-17_yrs,411,0,0,0,7559163
2020-12-25,Ages_16-17_yrs,352,0,0,0,7559163
2020-12-24,Ages_16-17_yrs,232,0,0,0,7559163
2020-12-23,Ages_16-17_yrs,156,0,0,0,7559163
2020-12-22,Ages_16-17_yrs,111,0,0,0,7559163
2020-12-21,Ages_16-17_yrs,81,0,0,0,7559163
2020-12-20,Ages_16-17_yrs,52,0,0,0,7559163
2020-12-19,Ages_16-17_yrs,24,0,0,0,7559163
2020-12-18,Ages_16-17_yrs,4,0,0,0,7559163
2020-12-17,Ages_16-17_yrs,0,0,0,0,7559163
2020-12-16,Ages_16-17_yrs,0,0,0,0,7559163
2021-07-19,Ages_12-15_yrs,5353951,4025734,35.2,26.4,15222296
2021-07-18,Ages_12-15_yrs,5315240,3994461,34.9,26.2,15222296
2021-07-17,Ages_12-15_yrs,5278919,3963823,34.7,26,15222296
2021-07-16,Ages_12-15_yrs,5235969,3926635,34.4,25.8,15222296
2021-07-15,Ages_12-15_yrs,5198478,3890113,34.2,25.6,15222296
2021-07-14,Ages_12-15_yrs,5160248,3855149,33.9,25.3,15222296
2021-07-13,Ages_12-15_yrs,5126216,3817506,33.7,25.1,15222296
2021-07-12,Ages_12-15_yrs,5104496,3797469,33.5,24.9,15222296
2021-07-11,Ages_12-15_yrs,5075646,3766429,33.3,24.7,15222296
2021-07-10,Ages_12-15_yrs,5041042,3726201,33.1,24.5,15222296
2021-07-09,Ages_12-15_yrs,5006993,3685480,32.9,24.2,15222296
2021-07-08,Ages_12-15_yrs,4972473,3641290,32.7,23.9,15222296
2021-07-07,Ages_12-15_yrs,4933478,3590040,32.4,23.6,15222296
2021-07-06,Ages_12-15_yrs,4914027,3565999,32.3,23.4,15222296
2021-07-05,Ages_12-15_yrs,4903072,3554502,32.2,23.4,15222296
2021-07-04,Ages_12-15_yrs,4880578,3527595,32.1,23.2,15222296
2021-07-03,Ages_12-15_yrs,4845997,3482728,31.8,22.9,15222296
2021-07-02,Ages_12-15_yrs,4799781,3423508,31.5,22.5,15222296
2021-07-01,Ages_12-15_yrs,4760183,3370732,31.3,22.1,15222296
2021-06-30,Ages_12-15_yrs,4697513,3274311,30.9,21.5,15222296
2021-06-29,Ages_12-15_yrs,4633744,3207869,30.4,21.1,15222296
2021-06-28,Ages_12-15_yrs,4595826,3156114,30.2,20.7,15222296
2021-06-27,Ages_12-15_yrs,4560071,3092668,30,20.3,15222296
2021-06-26,Ages_12-15_yrs,4521732,3031495,29.7,19.9,15222296
2021-06-25,Ages_12-15_yrs,4477591,2952919,29.4,19.4,15222296
2021-06-24,Ages_12-15_yrs,4439220,2883246,29.2,18.9,15222296
2021-06-23,Ages_12-15_yrs,4389964,2819910,28.8,18.5,15222296
2021-06-22,Ages_12-15_yrs,4351501,2771243,28.6,18.2,15222296
2021-06-21,Ages_12-15_yrs,4312712,2714299,28.3,17.8,15222296
2021-06-20,Ages_12-15_yrs,4276936,2647771,28.1,17.4,15222296
2021-06-19,Ages_12-15_yrs,4231754,2556216,27.8,16.8,15222296
2021-06-18,Ages_12-15_yrs,4169744,2438526,27.4,16,15222296
2021-06-17,Ages_12-15_yrs,4113341,2320213,27,15.2,15222296
2021-06-16,Ages_12-15_yrs,4003673,2081092,26.3,13.7,15222296
2021-06-15,Ages_12-15_yrs,3957659,1944709,26,12.8,15222296
2021-06-14,Ages_12-15_yrs,3893199,1738997,25.6,11.4,15222296
2021-06-13,Ages_12-15_yrs,3839970,1598577,25.2,10.5,15222296
2021-06-12,Ages_12-15_yrs,3768486,1430506,24.8,9.4,15222296
2021-06-11,Ages_12-15_yrs,3669373,1233021,24.1,8.1,15222296
2021-06-10,Ages_12-15_yrs,3616637,1122565,23.8,7.4,15222296
2021-06-09,Ages_12-15_yrs,3562744,982026,23.4,6.5,15222296
2021-06-08,Ages_12-15_yrs,3509280,834934,23.1,5.5,15222296
2021-06-07,Ages_12-15_yrs,3430741,626426,22.5,4.1,15222296
2021-06-06,Ages_12-15_yrs,3337446,396858,21.9,2.6,15222296
2021-06-05,Ages_12-15_yrs,3236688,230347,21.3,1.5,15222296
2021-06-04,Ages_12-15_yrs,3167608,146902,20.8,1,15222296
2021-06-03,Ages_12-15_yrs,3083312,119948,20.3,0.8,15222296
2021-06-02,Ages_12-15_yrs,3033988,111048,19.9,0.7,15222296
2021-06-01,Ages_12-15_yrs,3001610,108592,19.7,0.7,15222296
2021-05-31,Ages_12-15_yrs,2965459,107260,19.5,0.7,15222296
2021-05-30,Ages_12-15_yrs,2888815,104862,19,0.7,15222296
2021-05-29,Ages_12-15_yrs,2792759,101915,18.3,0.7,15222296
2021-05-28,Ages_12-15_yrs,2663639,98600,17.5,0.6,15222296
2021-05-27,Ages_12-15_yrs,2557134,95822,16.8,0.6,15222296
2021-05-26,Ages_12-15_yrs,2422741,92949,15.9,0.6,15222296
2021-05-25,Ages_12-15_yrs,2295108,90491,15.1,0.6,15222296
2021-05-24,Ages_12-15_yrs,2195023,88622,14.4,0.6,15222296
2021-05-23,Ages_12-15_yrs,2042812,85517,13.4,0.6,15222296
2021-05-22,Ages_12-15_yrs,1871274,81836,12.3,0.5,15222296
2021-05-21,Ages_12-15_yrs,1609222,76867,10.6,0.5,15222296
2021-05-20,Ages_12-15_yrs,1348172,72833,8.9,0.5,15222296
2021-05-19,Ages_12-15_yrs,1109526,68576,7.3,0.5,15222296
2021-05-18,Ages_12-15_yrs,908260,65257,6,0.4,15222296
2021-05-17,Ages_12-15_yrs,756671,62922,5,0.4,15222296
2021-05-16,Ages_12-15_yrs,538266,59011,3.5,0.4,15222296
2021-05-15,Ages_12-15_yrs,328467,54603,2.2,0.4,15222296
2021-05-14,Ages_12-15_yrs,161711,50198,1.1,0.3,15222296
2021-05-13,Ages_12-15_yrs,130976,46558,0.9,0.3,15222296
2021-05-12,Ages_12-15_yrs,123726,43059,0.8,0.3,15222296
2021-05-11,Ages_12-15_yrs,121199,40619,0.8,0.3,15222296
2021-05-10,Ages_12-15_yrs,118585,37808,0.8,0.2,15222296
2021-05-09,Ages_12-15_yrs,115213,34107,0.8,0.2,15222296
2021-05-08,Ages_12-15_yrs,112087,30491,0.7,0.2,15222296
2021-05-07,Ages_12-15_yrs,109010,27142,0.7,0.2,15222296
2021-05-06,Ages_12-15_yrs,105166,24262,0.7,0.2,15222296
2021-05-05,Ages_12-15_yrs,101628,21997,0.7,0.1,15222296
2021-05-04,Ages_12-15_yrs,99513,20716,0.7,0.1,15222296
2021-05-03,Ages_12-15_yrs,97955,19877,0.6,0.1,15222296
2021-05-02,Ages_12-15_yrs,95393,18671,0.6,0.1,15222296
2021-05-01,Ages_12-15_yrs,91532,16643,0.6,0.1,15222296
2021-04-30,Ages_12-15_yrs,86681,14685,0.6,0.1,15222296
2021-04-29,Ages_12-15_yrs,83341,13517,0.5,0.1,15222296
2021-04-28,Ages_12-15_yrs,79701,12455,0.5,0.1,15222296
2021-04-27,Ages_12-15_yrs,76681,11625,0.5,0.1,15222296
2021-04-26,Ages_12-15_yrs,73628,10996,0.5,0.1,15222296
2021-04-25,Ages_12-15_yrs,68843,10185,0.5,0.1,15222296
2021-04-24,Ages_12-15_yrs,64359,9134,0.4,0.1,15222296
2021-04-23,Ages_12-15_yrs,59783,8223,0.4,0.1,15222296
2021-04-22,Ages_12-15_yrs,56014,7504,0.4,0,15222296
2021-04-21,Ages_12-15_yrs,52260,6926,0.3,0,15222296
2021-04-20,Ages_12-15_yrs,49283,6430,0.3,0,15222296
2021-04-19,Ages_12-15_yrs,46302,6034,0.3,0,15222296
2021-04-18,Ages_12-15_yrs,42419,5551,0.3,0,15222296
2021-04-17,Ages_12-15_yrs,38053,4985,0.2,0,15222296
2021-04-16,Ages_12-15_yrs,34380,4502,0.2,0,15222296
2021-04-15,Ages_12-15_yrs,31392,4093,0.2,0,15222296
2021-04-14,Ages_12-15_yrs,28650,3640,0.2,0,15222296
2021-04-13,Ages_12-15_yrs,26887,3327,0.2,0,15222296
2021-04-12,Ages_12-15_yrs,25581,3130,0.2,0,15222296
2021-04-11,Ages_12-15_yrs,23652,2887,0.2,0,15222296
2021-04-10,Ages_12-15_yrs,21370,2628,0.1,0,15222296
2021-04-09,Ages_12-15_yrs,19407,2369,0.1,0,15222296
2021-04-08,Ages_12-15_yrs,17717,2144,0.1,0,15222296
2021-04-07,Ages_12-15_yrs,16334,1973,0.1,0,15222296
2021-04-06,Ages_12-15_yrs,15073,1838,0.1,0,15222296
2021-04-05,Ages_12-15_yrs,12287,1557,0.1,0,15222296
2021-04-04,Ages_12-15_yrs,12285,1556,0.1,0,15222296
2021-04-03,Ages_12-15_yrs,12284,1556,0.1,0,15222296
2021-04-02,Ages_12-15_yrs,11198,1433,0.1,0,15222296
2021-04-01,Ages_12-15_yrs,10254,1353,0.1,0,15222296
2021-03-31,Ages_12-15_yrs,9449,1280,0.1,0,15222296
2021-03-30,Ages_12-15_yrs,8783,1223,0.1,0,15222296
2021-03-29,Ages_12-15_yrs,8300,1170,0.1,0,15222296
2021-03-28,Ages_12-15_yrs,7701,1099,0.1,0,15222296
2021-03-27,Ages_12-15_yrs,7099,1047,0,0,15222296
2021-03-26,Ages_12-15_yrs,6498,987,0,0,15222296
2021-03-25,Ages_12-15_yrs,5925,936,0,0,15222296
2021-03-24,Ages_12-15_yrs,5485,897,0,0,15222296
2021-03-23,Ages_12-15_yrs,5019,860,0,0,15222296
2021-03-22,Ages_12-15_yrs,4690,835,0,0,15222296
2021-03-21,Ages_12-15_yrs,4403,795,0,0,15222296
2021-03-20,Ages_12-15_yrs,4020,750,0,0,15222296
2021-03-19,Ages_12-15_yrs,3714,715,0,0,15222296
2021-03-18,Ages_12-15_yrs,3472,674,0,0,15222296
2021-03-17,Ages_12-15_yrs,3202,642,0,0,15222296
2021-03-16,Ages_12-15_yrs,3036,609,0,0,15222296
2021-03-15,Ages_12-15_yrs,2801,579,0,0,15222296
2021-03-14,Ages_12-15_yrs,2594,542,0,0,15222296
2021-03-13,Ages_12-15_yrs,2450,511,0,0,15222296
2021-03-12,Ages_12-15_yrs,2292,480,0,0,15222296
2021-03-11,Ages_12-15_yrs,2178,438,0,0,15222296
2021-03-10,Ages_12-15_yrs,2091,412,0,0,15222296
2021-03-09,Ages_12-15_yrs,2018,403,0,0,15222296
2021-03-08,Ages_12-15_yrs,1950,393,0,0,15222296
2021-03-07,Ages_12-15_yrs,1887,379,0,0,15222296
2021-03-06,Ages_12-15_yrs,1810,366,0,0,15222296
2021-03-05,Ages_12-15_yrs,1727,342,0,0,15222296
2021-03-04,Ages_12-15_yrs,1658,327,0,0,15222296
2021-03-03,Ages_12-15_yrs,1607,320,0,0,15222296
2021-03-02,Ages_12-15_yrs,1551,305,0,0,15222296
2021-03-01,Ages_12-15_yrs,1478,283,0,0,15222296
2021-02-28,Ages_12-15_yrs,1411,274,0,0,15222296
2021-02-27,Ages_12-15_yrs,1350,253,0,0,15222296
2021-02-26,Ages_12-15_yrs,1289,238,0,0,15222296
2021-02-25,Ages_12-15_yrs,1220,223,0,0,15222296
2021-02-24,Ages_12-15_yrs,1177,210,0,0,15222296
2021-02-23,Ages_12-15_yrs,1140,200,0,0,15222296
2021-02-22,Ages_12-15_yrs,1114,190,0,0,15222296
2021-02-21,Ages_12-15_yrs,1088,179,0,0,15222296
2021-02-20,Ages_12-15_yrs,1040,162,0,0,15222296
2021-02-19,Ages_12-15_yrs,1003,152,0,0,15222296
2021-02-18,Ages_12-15_yrs,964,140,0,0,15222296
2021-02-17,Ages_12-15_yrs,929,132,0,0,15222296
2021-02-16,Ages_12-15_yrs,916,129,0,0,15222296
2021-02-15,Ages_12-15_yrs,893,125,0,0,15222296
2021-02-14,Ages_12-15_yrs,872,119,0,0,15222296
2021-02-13,Ages_12-15_yrs,827,110,0,0,15222296
2021-02-12,Ages_12-15_yrs,796,103,0,0,15222296
2021-02-11,Ages_12-15_yrs,751,95,0,0,15222296
2021-02-10,Ages_12-15_yrs,730,91,0,0,15222296
2021-02-09,Ages_12-15_yrs,704,80,0,0,15222296
2021-02-08,Ages_12-15_yrs,673,75,0,0,15222296
2021-02-07,Ages_12-15_yrs,649,67,0,0,15222296
2021-02-06,Ages_12-15_yrs,622,61,0,0,15222296
2021-02-05,Ages_12-15_yrs,598,55,0,0,15222296
2021-02-04,Ages_12-15_yrs,576,47,0,0,15222296
2021-02-03,Ages_12-15_yrs,555,42,0,0,15222296
2021-02-02,Ages_12-15_yrs,535,41,0,0,15222296
2021-02-01,Ages_12-15_yrs,523,40,0,0,15222296
2021-01-31,Ages_12-15_yrs,501,37,0,0,15222296
2021-01-30,Ages_12-15_yrs,475,34,0,0,15222296
2021-01-29,Ages_12-15_yrs,458,27,0,0,15222296
2021-01-28,Ages_12-15_yrs,432,23,0,0,15222296
2021-01-27,Ages_12-15_yrs,405,21,0,0,15222296
2021-01-26,Ages_12-15_yrs,385,20,0,0,15222296
2021-01-25,Ages_12-15_yrs,370,20,0,0,15222296
2021-01-24,Ages_12-15_yrs,361,20,0,0,15222296
2021-01-23,Ages_12-15_yrs,322,18,0,0,15222296
2021-01-22,Ages_12-15_yrs,302,16,0,0,15222296
2021-01-21,Ages_12-15_yrs,276,12,0,0,15222296
2021-01-20,Ages_12-15_yrs,258,11,0,0,15222296
2021-01-19,Ages_12-15_yrs,241,11,0,0,15222296
2021-01-18,Ages_12-15_yrs,227,11,0,0,15222296
2021-01-17,Ages_12-15_yrs,217,11,0,0,15222296
2021-01-16,Ages_12-15_yrs,196,10,0,0,15222296
2021-01-15,Ages_12-15_yrs,178,9,0,0,15222296
2021-01-14,Ages_12-15_yrs,160,7,0,0,15222296
2021-01-13,Ages_12-15_yrs,150,7,0,0,15222296
2021-01-12,Ages_12-15_yrs,138,6,0,0,15222296
2021-01-11,Ages_12-15_yrs,137,5,0,0,15222296
2021-01-10,Ages_12-15_yrs,133,4,0,0,15222296
2021-01-09,Ages_12-15_yrs,126,4,0,0,15222296
2021-01-08,Ages_12-15_yrs,113,4,0,0,15222296
2021-01-07,Ages_12-15_yrs,89,2,0,0,15222296
2021-01-06,Ages_12-15_yrs,79,2,0,0,15222296
2021-01-05,Ages_12-15_yrs,68,2,0,0,15222296
2021-01-04,Ages_12-15_yrs,65,2,0,0,15222296
